state_code,state_fips,county_fips,county_state_name,county_population,county_pop_density,county_area_total,county_area_land,county_area_water,year
DE,10,3,"New Castle County, Delaware",556165,1304.578,494.0278,426.3178,67.71003,2019
DE,10,5,"Sussex County, Delaware",224384,239.6924,1196.422,936.1331,260.2893,2019
DC,11,1,"District of Columbia, District of Columbia",692683,11330.28,68.35073,61.13557,7.215167,2019
FL,12,1,"Alachua County, Florida",265443,303.1768,968.8086,875.5387,93.26993,2019
FL,12,3,"Baker County, Florida",28211,48.20497,588.97,585.2301,3.739832,2019
FL,12,5,"Bay County, Florida",182161,240.1305,1033.153,758.5918,274.5611,2019
FL,12,7,"Bradford County, Florida",27317,92.92648,300.4907,293.9636,6.527134,2019
FL,12,9,"Brevard County, Florida",585507,576.864,1557.024,1014.983,542.0414,2019
FL,12,11,"Broward County, Florida",1926205,1601.408,1322.821,1202.82,120.001,2019
FL,12,13,"Calhoun County, Florida",14362,25.31479,574.3135,567.3364,6.97703,2019
FL,12,15,"Charlotte County, Florida",181067,265.8423,858.2261,681.1068,177.1192,2019
FL,12,17,"Citrus County, Florida",145169,249.4695,773.243,581.9109,191.3321,2019
FL,12,19,"Clay County, Florida",211405,349.6521,643.5438,604.6153,38.92847,2019
FL,12,21,"Collier County, Florida",371453,186.0113,2304.977,1996.938,308.0392,2019
FL,12,23,"Columbia County, Florida",69968,87.72852,801.3181,797.5513,3.766802,2019
FL,12,27,"DeSoto County, Florida",36903,57.96042,639.1038,636.6931,2.410647,2019
FL,12,29,"Dixie County, Florida",16589,23.52688,863.6501,705.1083,158.5417,2019
FL,12,31,"Duval County, Florida",936186,1227.577,918.4634,762.6293,155.834,2019
FL,12,33,"Escambia County, Florida",313491,477.1747,874.7037,656.9733,217.7304,2019
FL,12,35,"Flagler County, Florida",109801,226.3261,570.8284,485.145,85.68336,2019
FL,12,37,"Franklin County, Florida",11811,21.66596,1037.63,545.1409,492.4886,2019
FL,12,39,"Gadsden County, Florida",45945,88.98743,528.5277,516.3089,12.21886,2019
FL,12,41,"Gilchrist County, Florida",17953,51.33904,355.2401,349.6949,5.545255,2019
FL,12,43,"Glades County, Florida",13516,16.75742,986.8139,806.5682,180.2458,2019
FL,12,45,"Gulf County, Florida",15576,28.14401,744.4249,553.4393,190.9857,2019
FL,12,47,"Hamilton County, Florida",14326,27.88342,519.0562,513.7821,5.274078,2019
FL,12,49,"Hardee County, Florida",27131,42.55342,638.1379,637.575,0.5629022,2019
FL,12,51,"Hendry County, Florida",40732,35.22831,1189.834,1156.229,33.60526,2019
FL,12,53,"Hernando County, Florida",186313,393.9293,589.0196,472.9606,116.059,2019
FL,12,55,"Highlands County, Florida",103437,101.6436,1106.721,1017.644,89.07724,2019
FL,12,57,"Hillsborough County, Florida",1422278,1391.764,1265.75,1021.924,243.8258,2019
FL,12,59,"Holmes County, Florida",19432,40.57999,489.0472,478.8566,10.1906,2019
FL,12,61,"Indian River County, Florida",153989,306.2729,616.9073,502.7837,114.1237,2019
FL,12,63,"Jackson County, Florida",47945,52.21763,954.5638,918.1765,36.3873,2019
FL,12,65,"Jefferson County, Florida",14161,23.67754,636.5372,598.0773,38.45996,2019
FL,12,67,"Lafayette County, Florida",8637,15.89599,547.9077,543.3447,4.562955,2019
FL,12,69,"Lake County, Florida",345867,363.7804,1156.946,950.7577,206.1879,2019
FL,12,71,"Lee County, Florida",737468,943.7094,1212.373,781.4567,430.916,2019
FL,12,73,"Leon County, Florida",289770,434.5094,701.7926,666.8901,34.90251,2019
FL,12,75,"Levy County, Florida",40403,36.13145,1412.793,1118.223,294.5709,2019
FL,12,77,"Liberty County, Florida",8345,9.987274,843.1242,835.5634,7.560824,2019
FL,12,79,"Madison County, Florida",18460,26.50285,715.6927,696.5289,19.16381,2019
FL,12,81,"Manatee County, Florida",384213,516.6717,892.7314,743.6308,149.1007,2019
FL,12,83,"Marion County, Florida",353526,222.5651,1662.662,1588.416,74.24632,2019
FL,12,85,"Martin County, Florida",159065,292.4958,753.1243,543.8199,209.3044,2019
FL,12,86,"Miami-Dade County, Florida",2699428,1420.87,2431.173,1899.841,531.3323,2019
FL,12,87,"Monroe County, Florida",75798,77.10654,3737.231,983.0294,2754.202,2019
FL,12,89,"Nassau County, Florida",83098,128.1031,725.9206,648.6805,77.24015,2019
FL,12,91,"Okaloosa County, Florida",203794,219.0803,1082.078,930.2252,151.853,2019
FL,12,93,"Okeechobee County, Florida",41144,53.49232,891.9156,769.1572,122.7585,2019
FL,12,95,"Orange County, Florida",1349746,1496.615,1003.203,901.8656,101.3372,2019
FL,12,97,"Osceola County, Florida",351955,265.1136,1506.037,1327.563,178.4739,2019
FL,12,99,"Palm Beach County, Florida",1465027,745.833,2383.166,1964.283,418.8828,2019
FL,12,101,"Pasco County, Florida",524602,702.6733,868.4502,746.5803,121.8699,2019
FL,12,103,"Pinellas County, Florida",964666,3523.547,608.1284,273.777,334.3514,2019
FL,12,105,"Polk County, Florida",686218,381.7542,2010.412,1797.539,212.8735,2019
FL,12,107,"Putnam County, Florida",73252,100.6393,826.921,727.8671,99.05385,2019
FL,12,109,"St. Johns County, Florida",244674,407.4064,821.5346,600.5649,220.9697,2019
FL,12,111,"St. Lucie County, Florida",312947,547.4446,687.8411,571.6506,116.1906,2019
FL,12,113,"Santa Rosa County, Florida",174755,172.6181,1173.778,1012.379,161.3987,2019
FL,12,115,"Sarasota County, Florida",419496,754.5076,725.2847,555.9865,169.2982,2019
FL,12,117,"Seminole County, Florida",461402,1491.637,345.3395,309.3259,36.01359,2019
FL,12,119,"Sumter County, Florida",125044,224.4421,579.8255,557.1326,22.69291,2019
FL,12,121,"Suwannee County, Florida",44046,63.969,692.2562,688.5522,3.703997,2019
FL,12,123,"Taylor County, Florida",21870,20.96198,1232.197,1043.318,188.8792,2019
FL,12,125,"Union County, Florida",15303,62.8318,249.7517,243.555,6.196717,2019
FL,12,127,"Volusia County, Florida",536487,487.1653,1432.438,1101.242,331.1953,2019
FL,12,129,"Wakulla County, Florida",32321,53.29821,735.7247,606.4182,129.3065,2019
FL,12,131,"Walton County, Florida",68262,65.77934,1239.595,1037.742,201.8524,2019
FL,12,133,"Washington County, Florida",24764,42.35502,615.9542,584.6768,31.27743,2019
GA,13,1,"Appling County, Georgia",18440,36.27965,512.2615,508.2739,3.987666,2019
GA,13,3,"Atkinson County, Georgia",8239,24.04014,344.5338,342.7185,1.815328,2019
GA,13,5,"Bacon County, Georgia",11201,39.42835,285.8224,284.0849,1.737431,2019
GA,13,7,"Baker County, Georgia",3132,9.159038,349.1383,341.9573,7.180981,2019
GA,13,9,"Baldwin County, Georgia",45111,174.3763,268.2756,258.6991,9.576478,2019
GA,13,11,"Banks County, Georgia",18708,80.61845,233.8295,232.0561,1.773468,2019
GA,13,13,"Barrow County, Georgia",78991,490.5165,162.932,161.0364,1.895629,2019
GA,13,15,"Bartow County, Georgia",104919,228.627,469.4767,458.9091,10.5677,2019
GA,13,17,"Ben Hill County, Georgia",17033,68.09882,253.9072,250.1218,3.785318,2019
GA,13,19,"Berrien County, Georgia",19152,42.24311,457.8827,453.3757,4.506976,2019
GA,13,21,"Bibb County, Georgia",153200,614.2781,254.9059,249.3985,5.507494,2019
GA,13,23,"Bleckley County, Georgia",12807,59.32676,219.1313,215.8722,3.259119,2019
GA,13,25,"Brantley County, Georgia",18756,42.31704,447.2016,443.2257,3.975929,2019
GA,13,27,"Brooks County, Georgia",15590,31.6109,497.8004,493.1843,4.616145,2019
GA,13,29,"Bryan County, Georgia",37063,84.70622,454.456,437.5475,16.90841,2019
GA,13,31,"Bulloch County, Georgia",76120,112.6117,688.6376,675.9511,12.68645,2019
GA,13,33,"Burke County, Georgia",22520,27.2298,834.9825,827.0349,7.947631,2019
GA,13,35,"Butts County, Georgia",24090,131.1449,188.0412,183.69,4.351233,2019
GA,13,37,"Calhoun County, Georgia",6365,22.701,283.5778,280.3841,3.193633,2019
GA,13,39,"Camden County, Georgia",53231,84.45121,781.8525,630.3167,151.5358,2019
GA,13,43,"Candler County, Georgia",10812,44.48296,248.8579,243.0594,5.798555,2019
GA,13,45,"Carroll County, Georgia",117183,234.8226,503.7774,499.0278,4.749609,2019
GA,13,47,"Catoosa County, Georgia",66700,411.3159,162.4602,162.1625,0.2977462,2019
GA,13,49,"Charlton County, Georgia",13040,16.71609,782.3893,780.0869,2.302419,2019
GA,13,51,"Chatham County, Georgia",288496,666.093,629.9742,433.1167,196.8575,2019
GA,13,53,"Chattahoochee County, Georgia",10560,42.45445,251.1606,248.7372,2.423436,2019
GA,13,55,"Chattooga County, Georgia",24812,79.18891,313.5471,313.3267,0.2203894,2019
GA,13,57,"Cherokee County, Georgia",247515,587.8052,434.3913,421.0834,13.3079,2019
GA,13,59,"Clarke County, Georgia",126176,1058.323,121.0327,119.2225,1.810167,2019
GA,13,61,"Clay County, Georgia",2951,15.10205,217.2369,195.4039,21.83291,2019
GA,13,63,"Clayton County, Georgia",283538,2001.271,144.371,141.6789,2.692128,2019
GA,13,65,"Clinch County, Georgia",6686,8.203724,823.9932,814.9957,8.997447,2019
GA,13,67,"Cobb County, Georgia",751218,2210.829,344.5687,339.7902,4.778534,2019
GA,13,69,"Coffee County, Georgia",43021,72.63953,602.6499,592.2532,10.39667,2019
GA,13,71,"Colquitt County, Georgia",45486,83.1498,556.6391,547.0368,9.602263,2019
GA,13,73,"Columbia County, Georgia",150705,519.5364,307.6027,290.0759,17.52675,2019
GA,13,75,"Cook County, Georgia",17177,75.199,233.2029,228.4206,4.782352,2019
GA,13,77,"Coweta County, Georgia",143260,324.9016,445.8328,440.9335,4.899311,2019
GA,13,79,"Crawford County, Georgia",12325,37.93318,326.4536,324.9135,1.540154,2019
GA,13,81,"Crisp County, Georgia",22713,83.29557,280.9457,272.6796,8.266152,2019
GA,13,83,"Dade County, Georgia",16197,93.09708,174.1603,173.9797,0.1806356,2019
GA,13,85,"Dawson County, Georgia",24536,116.3792,214.4083,210.8281,3.580192,2019
GA,13,87,"Decatur County, Georgia",26682,44.68061,623.1679,597.1718,25.99614,2019
GA,13,89,"DeKalb County, Georgia",749323,2798.788,271.1603,267.7313,3.429007,2019
GA,13,91,"Dodge County, Georgia",20829,41.99763,503.117,495.9565,7.160555,2019
GA,13,93,"Dooly County, Georgia",13736,34.98453,397.3187,392.6306,4.688008,2019
GA,13,95,"Dougherty County, Georgia",89703,272.949,334.5716,328.6438,5.927768,2019
GA,13,97,"Douglas County, Georgia",143316,716.0859,201.0737,200.138,0.935729,2019
GA,13,99,"Early County, Georgia",10312,20.11707,516.3458,512.5995,3.746239,2019
GA,13,101,"Echols County, Georgia",3981,9.469393,420.7197,420.4071,0.3125833,2019
GA,13,103,"Effingham County, Georgia",60477,126.3046,482.9034,478.8187,4.084702,2019
GA,13,105,"Elbert County, Georgia",19166,54.58881,374.2162,351.0976,23.11857,2019
GA,13,107,"Emanuel County, Georgia",22533,33.10893,690.1841,680.5716,9.612525,2019
GA,13,109,"Evans County, Georgia",10687,58.43255,186.8696,182.8946,3.974965,2019
GA,13,111,"Fannin County, Georgia",25395,65.60236,392.3072,387.105,5.202179,2019
GA,13,113,"Fayette County, Georgia",112303,577.7556,199.3234,194.378,4.945386,2019
GA,13,115,"Floyd County, Georgia",97369,190.986,518.4651,509.8226,8.642545,2019
GA,13,117,"Forsyth County, Georgia",228383,1017.063,247.1202,224.5514,22.56878,2019
GA,13,119,"Franklin County, Georgia",22766,87.03879,266.4778,261.5616,4.916187,2019
GA,13,121,"Fulton County, Georgia",1036200,1967.255,534.3359,526.7238,7.61206,2019
GA,13,123,"Gilmer County, Georgia",30414,71.35867,430.9557,426.2131,4.742636,2019
GA,13,125,"Glascock County, Georgia",2996,20.84239,144.4532,143.7455,0.7076184,2019
GA,13,127,"Glynn County, Georgia",84470,201.3343,585.2478,419.551,165.6968,2019
GA,13,129,"Gordon County, Georgia",57202,160.4802,358.6549,356.4427,2.212185,2019
GA,13,131,"Grady County, Georgia",24828,54.6269,460.264,454.5014,5.762572,2019
GA,13,133,"Greene County, Georgia",17349,44.75275,406.211,387.6633,18.54775,2019
GA,13,135,"Gwinnett County, Georgia",915046,2124.935,436.7847,430.623,6.161631,2019
GA,13,137,"Habersham County, Georgia",44626,161.205,279.0678,276.8276,2.240181,2019
GA,13,139,"Hall County, Georgia",198667,505.5153,429.2993,392.999,36.30034,2019
GA,13,141,"Hancock County, Georgia",8515,18.07598,477.816,471.067,6.748967,2019
GA,13,143,"Haralson County, Georgia",29227,103.5811,283.1755,282.1653,1.010248,2019
GA,13,145,"Harris County, Georgia",34105,73.52992,472.9565,463.8248,9.131725,2019
GA,13,147,"Hart County, Georgia",25773,110.8887,256.9479,232.4222,24.52576,2019
GA,13,149,"Heard County, Georgia",11736,39.65236,301.0945,295.9723,5.122217,2019
GA,13,151,"Henry County, Georgia",225356,707.2239,326.4829,318.6487,7.834192,2019
GA,13,153,"Houston County, Georgia",153507,408.2162,379.903,376.0433,3.859703,2019
GA,13,155,"Irwin County, Georgia",9320,26.30074,362.7628,354.3627,8.400096,2019
GA,13,157,"Jackson County, Georgia",67885,199.8566,343.0993,339.6686,3.430692,2019
GA,13,159,"Jasper County, Georgia",13916,37.77353,373.4644,368.4062,5.058234,2019
GA,13,161,"Jeff Davis County, Georgia",15036,45.43725,335.398,330.9179,4.480128,2019
GA,13,163,"Jefferson County, Georgia",15618,29.66095,529.6669,526.551,3.11598,2019
GA,13,165,"Jenkins County, Georgia",8793,25.31635,352.4734,347.3249,5.148479,2019
GA,13,167,"Johnson County, Georgia",9691,31.98151,306.5929,303.0189,3.574007,2019
GA,13,169,"Jones County, Georgia",28579,72.54628,395.4167,393.9417,1.475009,2019
GA,13,171,"Lamar County, Georgia",18672,101.7544,185.8344,183.5006,2.333729,2019
GA,13,173,"Lanier County, Georgia",10380,52.81471,199.7884,196.5361,3.252276,2019
GA,13,175,"Laurens County, Georgia",47405,58.71825,818.4704,807.33,11.14048,2019
GA,13,177,"Lee County, Georgia",29502,82.89819,361.7938,355.8824,5.911488,2019
GA,13,179,"Liberty County, Georgia",61349,118.7851,602.5275,516.4705,86.05697,2019
GA,13,181,"Lincoln County, Georgia",7856,37.34174,257.2978,210.3812,46.91654,2019
GA,13,183,"Long County, Georgia",18692,46.68411,403.8121,400.3932,3.418956,2019
GA,13,185,"Lowndes County, Georgia",115364,232.0464,510.5754,497.1591,13.41625,2019
GA,13,187,"Lumpkin County, Georgia",32402,114.518,284.2083,282.9424,1.26588,2019
GA,13,189,"McDuffie County, Georgia",21455,83.32954,266.3961,257.4717,8.924375,2019
GA,13,191,"McIntosh County, Georgia",14174,32.85931,573.8939,431.3541,142.5398,2019
GA,13,193,"Macon County, Georgia",13305,33.20753,406.0065,400.6621,5.344394,2019
GA,13,195,"Madison County, Georgia",29218,103.4896,285.595,282.3278,3.267172,2019
GA,13,197,"Marion County, Georgia",8432,23.03719,367.4803,366.0169,1.463376,2019
GA,13,199,"Meriwether County, Georgia",21106,42.10897,505.4059,501.2234,4.182452,2019
GA,13,201,"Miller County, Georgia",5787,20.49055,283.6628,282.4229,1.239902,2019
GA,13,205,"Mitchell County, Georgia",22244,43.43191,513.8237,512.158,1.665727,2019
GA,13,207,"Monroe County, Georgia",27171,68.59777,398.2707,396.0916,2.179101,2019
GA,13,209,"Montgomery County, Georgia",9058,37.56244,244.694,241.1452,3.548853,2019
GA,13,211,"Morgan County, Georgia",18507,53.27237,354.6207,347.4034,7.21731,2019
GA,13,213,"Murray County, Georgia",39724,115.3112,346.7023,344.4939,2.208367,2019
GA,13,215,"Muscogee County, Georgia",195739,904.1931,221.0109,216.4792,4.531716,2019
GA,13,217,"Newton County, Georgia",108079,394.7359,279.198,273.8008,5.397172,2019
GA,13,219,"Oconee County, Georgia",38132,206.8627,186.3746,184.3348,2.039778,2019
GA,13,221,"Oglethorpe County, Georgia",14931,34.00656,442.0381,439.0624,2.975713,2019
GA,13,223,"Paulding County, Georgia",159825,511.7199,314.3417,312.3291,2.012655,2019
GA,13,225,"Peach County, Georgia",27145,180.6242,151.3186,150.2844,1.034173,2019
GA,13,227,"Pickens County, Georgia",31387,135.2542,232.7122,232.0594,0.652771,2019
GA,13,229,"Pierce County, Georgia",19250,56.54287,343.2299,340.4496,2.780222,2019
GA,13,231,"Pike County, Georgia",18327,84.8134,219.4051,216.0861,3.318928,2019
GA,13,233,"Polk County, Georgia",41908,135.0421,312.1406,310.3329,1.807628,2019
GA,13,235,"Pulaski County, Georgia",11216,44.99694,251.2099,249.2614,1.948506,2019
GA,13,237,"Putnam County, Georgia",21691,62.9305,360.6865,344.6818,16.00465,2019
GA,13,239,"Quitman County, Georgia",2289,15.13514,160.565,151.2374,9.327571,2019
GA,13,241,"Rabun County, Georgia",16645,44.96945,377.028,370.1402,6.887789,2019
GA,13,243,"Randolph County, Georgia",6973,16.28308,430.8732,428.2361,2.637094,2019
GA,13,245,"Richmond County, Georgia",201852,622.3622,328.5847,324.332,4.252655,2019
GA,13,247,"Rockdale County, Georgia",89717,691.0958,132.0975,129.8185,2.279082,2019
GA,13,249,"Schley County, Georgia",5221,31.2806,167.8235,166.9086,0.9149266,2019
GA,13,251,"Screven County, Georgia",13989,21.66246,655.8688,645.7715,10.09737,2019
GA,13,253,"Seminole County, Georgia",8321,35.03049,256.556,237.5359,19.0201,2019
GA,13,255,"Spalding County, Georgia",65306,333.2054,199.6128,195.9932,3.619545,2019
GA,13,257,"Stephens County, Georgia",25750,143.7341,184.1984,179.1502,5.048236,2019
GA,13,259,"Stewart County, Georgia",6293,13.71776,463.6128,458.7485,4.864302,2019
GA,13,261,"Sumter County, Georgia",30064,62.26013,492.6115,482.8773,9.734192,2019
GA,13,263,"Talbot County, Georgia",6321,16.15065,394.7623,391.3774,3.384899,2019
GA,13,265,"Taliaferro County, Georgia",1611,8.278202,195.3472,194.6075,0.7396725,2019
GA,13,267,"Tattnall County, Georgia",25382,52.7886,488.3485,480.8235,7.524998,2019
GA,13,269,"Taylor County, Georgia",8116,21.54578,379.6985,376.6863,3.012191,2019
GA,13,271,"Telfair County, Georgia",16035,36.66756,444.0088,437.3075,6.701344,2019
GA,13,273,"Terrell County, Georgia",8737,26.0232,337.7032,335.7389,1.964265,2019
GA,13,275,"Thomas County, Georgia",44630,81.9466,552.2181,544.6229,7.595158,2019
GA,13,277,"Tift County, Georgia",40541,155.3955,268.7891,260.8891,7.900002,2019
GA,13,279,"Toombs County, Georgia",26972,74.09709,370.9921,364.0089,6.983169,2019
GA,13,281,"Towns County, Georgia",11617,69.78689,171.7893,166.4639,5.325365,2019
GA,13,283,"Treutlen County, Georgia",6795,34.07157,202.4469,199.4331,3.013766,2019
GA,13,285,"Troup County, Georgia",69919,168.8834,445.9619,414.0075,31.95441,2019
GA,13,287,"Turner County, Georgia",7943,27.82962,289.9804,285.4153,4.565153,2019
GA,13,289,"Twiggs County, Georgia",8229,22.90544,362.6342,359.2596,3.374624,2019
GA,13,291,"Union County, Georgia",23288,72.3038,329.0672,322.0854,6.98179,2019
GA,13,293,"Upson County, Georgia",26236,81.10882,327.5537,323.4667,4.087049,2019
GA,13,295,"Walker County, Georgia",69039,154.6606,447.036,446.3902,0.6458238,2019
GA,13,297,"Walton County, Georgia",91442,279.7974,329.9999,326.815,3.184848,2019
GA,13,299,"Ware County, Georgia",35593,39.58188,907.9872,899.2246,8.762596,2019
GA,13,301,"Warren County, Georgia",5297,18.62793,286.6878,284.3579,2.329925,2019
GA,13,303,"Washington County, Georgia",20436,30.11878,684.3557,678.5135,5.84215,2019
GA,13,305,"Wayne County, Georgia",29788,46.40332,648.7971,641.9368,6.860359,2019
GA,13,307,"Webster County, Georgia",2610,12.46677,210.2632,209.3566,0.9066305,2019
GA,13,309,"Wheeler County, Georgia",7928,26.83005,300.2683,295.4895,4.778799,2019
GA,13,311,"White County, Georgia",29489,122.4914,242.2567,240.7434,1.513312,2019
GA,13,313,"Whitfield County, Georgia",104237,358.896,291.0545,290.4379,0.6166109,2019
GA,13,315,"Wilcox County, Georgia",8824,23.35561,382.1149,377.8108,4.304123,2019
GA,13,317,"Wilkes County, Georgia",9844,20.96695,474.0942,469.5008,4.59343,2019
GA,13,319,"Wilkinson County, Georgia",9010,20.05724,451.9498,449.2144,2.735457,2019
GA,13,321,"Worth County, Georgia",20494,35.90952,574.7553,570.7122,4.043146,2019
HI,15,1,"Hawaii County, Hawaii",199459,49.5126,5086.166,4028.449,1057.716,2019
HI,15,3,"Honolulu County, Hawaii",984821,1639.807,2166.222,600.5712,1565.651,2019
HI,15,5,"Kalawao County, Hawaii",66,5.503941,52.8273,11.99141,40.83589,2019
HI,15,7,"Kauai County, Hawaii",71769,115.7781,1266.313,619.8841,646.4293,2019
HI,15,9,"Maui County, Hawaii",165979,142.8969,2398.329,1161.53,1236.799,2019
ID,16,1,"Ada County, Idaho",456849,434.2618,1060.57,1052.013,8.557592,2019
ID,16,3,"Adams County, Idaho",4097,3.006299,1369.508,1362.805,6.702674,2019
ID,16,5,"Bannock County, Idaho",85765,77.09273,1148.041,1112.491,35.54967,2019
ID,16,7,"Bear Lake County, Idaho",6000,6.149256,1049.614,975.7278,73.88617,2019
ID,16,9,"Benewah County, Idaho",9138,11.76166,784.1913,776.9314,7.259953,2019
ID,16,11,"Bingham County, Idaho",45839,21.89281,2120.231,2093.792,26.43894,2019
ID,16,13,"Blaine County, Idaho",22373,8.481891,2654.98,2637.737,17.24253,2019
ID,16,15,"Boise County, Idaho",7378,3.884066,1906.932,1899.556,7.376206,2019
ID,16,17,"Bonner County, Idaho",43611,25.16163,1918.133,1733.234,184.8985,2019
ID,16,19,"Bonneville County, Idaho",114392,61.3039,1900.29,1865.982,34.30748,2019
ID,16,21,"Boundary County, Idaho",11845,9.336482,1278.053,1268.679,9.374119,2019
ID,16,23,"Butte County, Idaho",2581,1.154042,2238.518,2236.487,2.030889,2019
ID,16,25,"Camas County, Idaho",1048,0.9755787,1078.693,1074.234,4.458729,2019
ID,16,27,"Canyon County, Idaho",217633,370.7249,603.6975,587.0472,16.65033,2019
ID,16,29,"Caribou County, Idaho",6953,3.941177,1798.641,1764.194,34.44683,2019
ID,16,31,"Cassia County, Idaho",23690,9.233673,2580.729,2565.609,15.11922,2019
ID,16,33,"Clark County, Idaho",913,0.5178247,1764.101,1763.145,0.9561639,2019
ID,16,35,"Clearwater County, Idaho",8673,3.529464,2488.044,2457.314,30.73083,2019
ID,16,37,"Custer County, Idaho",4169,0.846983,4938.597,4922.177,16.41984,2019
ID,16,39,"Elmore County, Idaho",26743,8.696688,3101.461,3075.079,26.38251,2019
ID,16,41,"Franklin County, Idaho",13464,20.30711,667.7114,663.019,4.692482,2019
ID,16,43,"Fremont County, Idaho",13020,6.98513,1896.176,1863.96,32.21661,2019
ID,16,45,"Gem County, Idaho",17331,30.96096,564.5927,559.7695,4.823161,2019
ID,16,47,"Gooding County, Idaho",15148,20.77,734.1367,729.3211,4.815618,2019
ID,16,49,"Idaho County, Idaho",16411,1.93583,8503.573,8477.499,26.07486,2019
ID,16,51,"Jefferson County, Idaho",28534,26.08991,1105.714,1093.68,12.03418,2019
ID,16,53,"Jerome County, Idaho",23730,39.71738,602.5273,597.4715,5.055838,2019
ID,16,55,"Kootenai County, Idaho",157322,127.1002,1308.995,1237.779,71.21561,2019
ID,16,57,"Latah County, Idaho",39505,36.71922,1076.782,1075.867,0.915054,2019
ID,16,59,"Lemhi County, Idaho",7847,1.719441,4569.141,4563.693,5.447829,2019
ID,16,61,"Lewis County, Idaho",3838,8.015513,479.7251,478.8215,0.9035745,2019
ID,16,63,"Lincoln County, Idaho",5350,4.453273,1205.838,1201.364,4.474369,2019
ID,16,65,"Madison County, Idaho",39100,83.3214,473.3216,469.2672,4.054419,2019
ID,16,67,"Minidoka County, Idaho",20705,27.35153,762.3738,756.996,5.377832,2019
ID,16,69,"Nez Perce County, Idaho",40217,47.40779,856.5262,848.3204,8.205793,2019
ID,16,71,"Oneida County, Idaho",4385,3.657363,1200.494,1198.951,1.54257,2019
ID,16,73,"Owyhee County, Idaho",11552,1.50648,7696.826,7668.206,28.62006,2019
ID,16,75,"Payette County, Idaho",23260,57.165,410.319,406.8923,3.426748,2019
ID,16,77,"Power County, Idaho",7671,5.464353,1442.129,1403.826,38.30344,2019
ID,16,79,"Shoshone County, Idaho",12609,4.7808,2642.816,2637.425,5.390934,2019
ID,16,81,"Teton County, Idaho",11426,25.44251,450.1984,449.0909,1.107524,2019
ID,16,83,"Twin Falls County, Idaho",84869,44.16332,1928.687,1921.708,6.979445,2019
ID,16,85,"Valley County, Idaho",10709,2.921872,3733.501,3665.116,68.38503,2019
ID,16,87,"Washington County, Idaho",10057,6.922245,1473.404,1452.852,20.55145,2019
IL,17,1,"Adams County, Illinois",66085,77.27967,871.2706,855.1408,16.12982,2019
IL,17,3,"Alexander County, Illinois",6260,26.5937,252.5907,235.3941,17.19669,2019
IL,17,5,"Bond County, Illinois",16589,43.61636,382.8342,380.3389,2.495235,2019
IL,17,7,"Boone County, Illinois",53537,190.6819,282.0648,280.766,1.298777,2019
IL,17,9,"Brown County, Illinois",6628,21.67949,307.3269,305.7267,1.600141,2019
IL,17,11,"Bureau County, Illinois",33122,38.11108,873.5209,869.0911,4.429733,2019
IL,17,13,"Calhoun County, Illinois",4830,19.02832,283.5791,253.8322,29.74692,2019
IL,17,15,"Carroll County, Illinois",14466,32.4782,466.9826,445.4065,21.57609,2019
IL,17,17,"Cass County, Illinois",12493,33.24782,383.696,375.7539,7.942094,2019
IL,17,19,"Champaign County, Illinois",209922,210.7412,998.4636,996.1128,2.350787,2019
IL,17,21,"Christian County, Illinois",32931,46.41505,715.7551,709.4896,6.265413,2019
IL,17,23,"Clark County, Illinois",15716,31.34581,504.7615,501.3749,3.386638,2019
IL,17,25,"Clay County, Illinois",13287,28.37461,469.5341,468.2708,1.263257,2019
IL,17,27,"Clinton County, Illinois",37634,79.40645,503.1438,473.9414,29.20245,2019
IL,17,29,"Coles County, Illinois",51353,101.0323,510.0673,508.2831,1.784184,2019
IL,17,31,"Cook County, Illinois",5198275,5501.226,1634.634,944.9302,689.7042,2019
IL,17,33,"Crawford County, Illinois",18972,42.76407,445.8616,443.6435,2.218088,2019
IL,17,35,"Cumberland County, Illinois",10836,31.32302,346.9236,345.9437,0.9799296,2019
IL,17,37,"DeKalb County, Illinois",104366,165.3096,634.6423,631.3366,3.305706,2019
IL,17,39,"De Witt County, Illinois",15932,40.07435,405.0871,397.561,7.52603,2019
IL,17,41,"Douglas County, Illinois",19623,47.09745,417.2061,416.6468,0.559347,2019
IL,17,43,"DuPage County, Illinois",929060,2834.583,336.3892,327.759,8.630187,2019
IL,17,45,"Edgar County, Illinois",17407,27.92611,623.9279,623.3236,0.60427,2019
IL,17,47,"Edwards County, Illinois",6455,29.02432,222.7013,222.3997,0.3016238,2019
IL,17,49,"Effingham County, Illinois",34137,71.30152,479.9947,478.7696,1.225038,2019
IL,17,51,"Fayette County, Illinois",21565,30.10028,725.2924,716.4385,8.853834,2019
IL,17,53,"Ford County, Illinois",13270,27.32719,486.2303,485.5969,0.6334373,2019
IL,17,55,"Franklin County, Illinois",38923,95.18455,431.4716,408.9214,22.55017,2019
IL,17,57,"Fulton County, Illinois",35092,40.5363,882.671,865.6931,16.97786,2019
IL,17,59,"Gallatin County, Illinois",5064,15.6785,328.1119,322.9902,5.121737,2019
IL,17,61,"Greene County, Illinois",13132,24.18242,546.2916,543.0392,3.252485,2019
IL,17,63,"Grundy County, Illinois",50666,121.1741,430.5318,418.1257,12.40613,2019
IL,17,65,"Hamilton County, Illinois",8176,18.81065,435.8722,434.6474,1.22475,2019
IL,17,67,"Hancock County, Illinois",17983,22.6558,814.4293,793.7484,20.68093,2019
