state_code,state_fips,county_fips,county_state_name,county_population,county_pop_density,county_area_total,county_area_land,county_area_water,year
NM,35,31,"McKinley County, New Mexico",72849,13.36512,5455.962,5450.679,5.283668,2018
NM,35,33,"Mora County, New Mexico",4563,2.368852,1928.602,1926.249,2.352638,2018
NM,35,35,"Otero County, New Mexico",65745,9.94244,6626.826,6612.562,14.26392,2018
NM,35,37,"Quay County, New Mexico",8373,2.913475,2881.119,2873.887,7.231232,2018
NM,35,39,"Rio Arriba County, New Mexico",39307,6.706681,5896.188,5860.872,35.31628,2018
NM,35,41,"Roosevelt County, New Mexico",19117,7.815454,2453.263,2446.051,7.212286,2018
NM,35,43,"Sandoval County, New Mexico",140769,37.94199,3714.301,3710.111,4.189991,2018
NM,35,45,"San Juan County, New Mexico",127455,23.10138,5538.426,5517.203,21.22377,2018
NM,35,47,"San Miguel County, New Mexico",28034,5.937501,4741.353,4721.515,19.83803,2018
NM,35,49,"Santa Fe County, New Mexico",148917,77.96307,1911.401,1910.097,1.303679,2018
NM,35,51,"Sierra County, New Mexico",11135,2.663113,4238.214,4181.196,57.01813,2018
NM,35,53,"Socorro County, New Mexico",17000,2.557781,6648.257,6646.387,1.869897,2018
NM,35,55,"Taos County, New Mexico",32888,14.93298,2203.679,2202.373,1.306233,2018
NM,35,57,"Torrance County, New Mexico",15595,4.661879,3346.107,3345.218,0.8893806,2018
NM,35,59,"Union County, New Mexico",4175,1.091485,3831.034,3825.063,5.971786,2018
NM,35,61,"Valencia County, New Mexico",75956,71.20359,1067.81,1066.744,1.065678,2018
NY,36,1,"Albany County, New York",307426,588.0049,533.3018,522.829,10.47285,2018
NY,36,3,"Allegany County, New York",47025,45.68373,1034.379,1029.36,5.019048,2018
NY,36,5,"Bronx County, New York",1437872,34194.36,57.37382,42.04998,15.32384,2018
NY,36,7,"Broome County, New York",194402,275.4287,715.514,705.8161,9.697913,2018
NY,36,9,"Cattaraugus County, New York",77686,59.37697,1322.493,1308.352,14.14095,2018
NY,36,11,"Cayuga County, New York",77868,112.5939,863.6714,691.5826,172.0889,2018
NY,36,13,"Chautauqua County, New York",129656,122.2911,1500.183,1060.224,439.9586,2018
NY,36,15,"Chemung County, New York",85740,210.4815,410.7791,407.3518,3.427347,2018
NY,36,17,"Chenango County, New York",48348,54.1052,898.6299,893.5925,5.037443,2018
NY,36,19,"Clinton County, New York",80794,77.85464,1117.527,1037.754,79.77296,2018
NY,36,21,"Columbia County, New York",60919,95.98631,648.2046,634.6635,13.54114,2018
NY,36,23,"Cortland County, New York",48123,96.48279,501.5192,498.7729,2.746276,2018
NY,36,25,"Delaware County, New York",45502,31.54559,1467.447,1442.42,25.02664,2018
NY,36,27,"Dutchess County, New York",293894,369.3772,825.3453,795.6474,29.69792,2018
NY,36,29,"Erie County, New York",919866,882.1758,1226.855,1042.724,184.1307,2018
NY,36,31,"Essex County, New York",37751,21.04154,1916.265,1794.118,122.1471,2018
NY,36,33,"Franklin County, New York",50692,31.1144,1697.437,1629.214,68.22291,2018
NY,36,35,"Fulton County, New York",53743,108.471,532.8793,495.4597,37.41964,2018
NY,36,37,"Genesee County, New York",58112,117.8894,495.3084,492.9368,2.371674,2018
NY,36,39,"Greene County, New York",47617,73.57823,658.05,647.1615,10.88849,2018
NY,36,41,"Hamilton County, New York",4575,2.663949,1807.805,1717.376,90.4296,2018
NY,36,43,"Herkimer County, New York",62505,44.2822,1458.01,1411.515,46.49463,2018
NY,36,45,"Jefferson County, New York",114448,90.20919,1857.358,1268.696,588.6625,2018
NY,36,47,"Kings County, New York",2600747,37490.14,96.82296,69.37149,27.45147,2018
NY,36,49,"Lewis County, New York",26719,20.96197,1289.937,1274.642,15.29464,2018
NY,36,51,"Livingston County, New York",63907,101.1567,640.2589,631.7623,8.496605,2018
NY,36,53,"Madison County, New York",71359,108.9676,661.3011,654.8646,6.436527,2018
NY,36,55,"Monroe County, New York",744248,1133.017,1366.704,656.8727,709.8312,2018
NY,36,57,"Montgomery County, New York",49426,122.6097,410.2977,403.1165,7.181187,2018
NY,36,59,"Nassau County, New York",1356564,4766.728,453.4661,284.5902,168.8759,2018
NY,36,61,"New York County, New York",1632480,72052.96,33.68054,22.65667,11.02388,2018
NY,36,63,"Niagara County, New York",211704,405.2894,1139.669,522.3527,617.3167,2018
NY,36,65,"Oneida County, New York",230782,190.3623,1257.636,1212.331,45.3054,2018
NY,36,67,"Onondaga County, New York",464242,596.4156,805.6179,778.3867,27.23113,2018
NY,36,69,"Ontario County, New York",109472,169.9759,662.5264,644.0444,18.48201,2018
NY,36,71,"Orange County, New York",378227,465.6127,838.611,812.321,26.28998,2018
NY,36,73,"Orleans County, New York",41175,105.2361,817.4203,391.2632,426.1572,2018
NY,36,75,"Oswego County, New York",119104,125.156,1312.063,951.6445,360.4181,2018
NY,36,77,"Otsego County, New York",60244,60.14011,1015.758,1001.727,14.03061,2018
NY,36,79,"Putnam County, New York",99070,430.1407,246.2509,230.32,15.93093,2018
NY,36,81,"Queens County, New York",2298513,21130.26,178.0315,108.7783,69.25318,2018
NY,36,83,"Rensselaer County, New York",159431,244.3554,665.4028,652.4554,12.94739,2018
NY,36,85,"Richmond County, New York",474101,8242.558,102.2883,57.51868,44.76957,2018
NY,36,87,"Rockland County, New York",323686,1866.314,199.2524,173.4359,25.81643,2018
NY,36,89,"St. Lawrence County, New York",109558,40.891,2821.316,2679.269,142.0474,2018
NY,36,91,"Saratoga County, New York",227377,280.7138,843.8079,809.9957,33.81215,2018
NY,36,93,"Schenectady County, New York",154883,757.0793,209.4437,204.5796,4.864069,2018
NY,36,95,"Schoharie County, New York",31364,50.43912,626.3274,621.8189,4.508496,2018
NY,36,97,"Schuyler County, New York",17992,54.7963,342.3382,328.3434,13.9948,2018
NY,36,99,"Seneca County, New York",34612,106.923,390.4391,323.7095,66.72962,2018
NY,36,101,"Steuben County, New York",96927,69.70413,1404.084,1390.549,13.53507,2018
NY,36,103,"Suffolk County, New York",1487901,1631.869,911.7773,911.7773,0.0,2018
NY,36,105,"Sullivan County, New York",75211,77.6863,996.722,968.1372,28.58489,2018
NY,36,107,"Tioga County, New York",49045,94.57005,522.8798,518.6103,4.269519,2018
NY,36,109,"Tompkins County, New York",102962,216.926,491.5477,474.6412,16.90652,2018
NY,36,111,"Ulster County, New York",179303,159.4888,1160.76,1124.236,36.52409,2018
NY,36,113,"Warren County, New York",64480,74.35037,931.6018,867.2451,64.35664,2018
NY,36,115,"Washington County, New York",61828,74.38693,845.8884,831.1675,14.7209,2018
NY,36,117,"Wayne County, New York",90856,150.4664,1383.056,603.8293,779.2265,2018
NY,36,119,"Westchester County, New York",968815,2250.086,499.9931,430.568,69.42513,2018
NY,36,121,"Wyoming County, New York",40565,68.4352,596.2866,592.7505,3.536088,2018
NY,36,123,"Yates County, New York",25009,73.95988,375.7896,338.1428,37.6468,2018
NC,37,1,"Alamance County, North Carolina",160576,379.2248,434.2401,423.4323,10.80784,2018
NC,37,3,"Alexander County, North Carolina",37119,142.7736,263.6322,259.985,3.647116,2018
NC,37,5,"Alleghany County, North Carolina",10973,46.81254,235.8374,234.403,1.434385,2018
NC,37,7,"Anson County, North Carolina",25306,47.61589,537.0995,531.4612,5.638332,2018
NC,37,9,"Ashe County, North Carolina",26786,63.0169,428.1853,425.0606,3.124773,2018
NC,37,11,"Avery County, North Carolina",17501,70.75746,247.5098,247.3379,0.1719255,2018
NC,37,13,"Beaufort County, North Carolina",47243,56.78428,962.848,831.9732,130.8748,2018
NC,37,15,"Bertie County, North Carolina",19644,28.09591,741.2956,699.1765,42.11917,2018
NC,37,17,"Bladen County, North Carolina",33778,38.60942,887.6097,874.8642,12.74557,2018
NC,37,19,"Brunswick County, North Carolina",126860,149.3899,1049.543,849.1874,200.3554,2018
NC,37,21,"Buncombe County, North Carolina",254474,387.6241,659.9497,656.4968,3.452836,2018
NC,37,23,"Burke County, North Carolina",89712,177.2136,514.2366,506.2367,7.999997,2018
NC,37,25,"Cabarrus County, North Carolina",201448,557.66,363.9433,361.238,2.705299,2018
NC,37,27,"Caldwell County, North Carolina",81779,173.3006,474.6087,471.8912,2.717543,2018
NC,37,29,"Camden County, North Carolina",10447,43.46961,310.2569,240.3288,69.92809,2018
NC,37,31,"Carteret County, North Carolina",68920,135.7743,1330.412,507.6071,822.8047,2018
NC,37,33,"Caswell County, North Carolina",22746,53.47396,428.7034,425.3659,3.337421,2018
NC,37,35,"Catawba County, North Carolina",156729,390.4823,416.0235,401.3728,14.65069,2018
NC,37,37,"Chatham County, North Carolina",69791,102.3752,708.9898,681.7176,27.27226,2018
NC,37,39,"Cherokee County, North Carolina",27668,60.73717,466.6659,455.5365,11.12937,2018
NC,37,41,"Chowan County, North Carolina",14205,82.27287,233.6482,172.6572,60.99108,2018
NC,37,43,"Clay County, North Carolina",10813,50.2969,220.7818,214.9834,5.798388,2018
NC,37,45,"Cleveland County, North Carolina",97159,209.3012,468.1447,464.2065,3.938105,2018
NC,37,47,"Columbus County, North Carolina",56293,60.00641,954.9984,938.1165,16.88199,2018
NC,37,49,"Craven County, North Carolina",103082,145.8852,773.2824,706.5968,66.68564,2018
NC,37,51,"Cumberland County, North Carolina",332106,508.9271,658.4622,652.561,5.901075,2018
NC,37,53,"Currituck County, North Carolina",25796,98.48138,526.4271,261.9378,264.4893,2018
NC,37,55,"Dare County, North Carolina",35741,93.26363,383.2255,383.2255,0.0,2018
NC,37,57,"Davidson County, North Carolina",164664,297.6717,567.6335,553.1732,14.46039,2018
NC,37,59,"Davie County, North Carolina",41991,159.2406,266.5522,263.6953,2.856809,2018
NC,37,61,"Duplin County, North Carolina",59062,72.49206,820.2176,814.7375,5.480056,2018
NC,37,63,"Durham County, North Carolina",306457,1069.837,297.8629,286.4522,11.41072,2018
NC,37,65,"Edgecombe County, North Carolina",53332,105.5174,506.8672,505.4331,1.434102,2018
NC,37,67,"Forsyth County, North Carolina",371573,911.2054,412.3317,407.7818,4.549942,2018
NC,37,69,"Franklin County, North Carolina",64902,131.9682,494.5721,491.8004,2.771705,2018
NC,37,71,"Gaston County, North Carolina",216585,608.8632,363.6846,355.7203,7.964285,2018
NC,37,73,"Gates County, North Carolina",11563,33.94769,345.7444,340.6123,5.132073,2018
NC,37,75,"Graham County, North Carolina",8557,29.30829,301.6411,291.9651,9.675964,2018
NC,37,77,"Granville County, North Carolina",58874,110.6673,537.5908,531.9909,5.599892,2018
NC,37,79,"Greene County, North Carolina",21008,78.75861,267.2091,266.7391,0.4700365,2018
NC,37,81,"Guilford County, North Carolina",523582,810.636,657.6359,645.8903,11.74551,2018
NC,37,83,"Halifax County, North Carolina",51737,71.48601,730.2708,723.736,6.534785,2018
NC,37,85,"Harnett County, North Carolina",130361,219.0844,601.3458,595.0263,6.319432,2018
NC,37,87,"Haywood County, North Carolina",60433,109.1715,554.5015,553.56,0.9415017,2018
NC,37,89,"Henderson County, North Carolina",113625,304.6816,375.0683,372.9303,2.138041,2018
NC,37,91,"Hertford County, North Carolina",24153,68.39041,360.3981,353.1635,7.234559,2018
NC,37,93,"Hoke County, North Carolina",53239,136.469,391.6457,390.1178,1.52794,2018
NC,37,95,"Hyde County, North Carolina",5393,8.807298,612.3331,612.3331,0.0,2018
NC,37,97,"Iredell County, North Carolina",172525,300.4659,597.4316,574.1915,23.24005,2018
NC,37,99,"Jackson County, North Carolina",42256,86.02733,494.9589,491.1927,3.766153,2018
NC,37,101,"Johnston County, North Carolina",191172,241.613,795.6968,791.2322,4.464611,2018
NC,37,103,"Jones County, North Carolina",9695,20.5678,473.6967,471.3678,2.328901,2018
NC,37,105,"Lee County, North Carolina",60125,235.727,259.203,255.062,4.141057,2018
NC,37,107,"Lenoir County, North Carolina",57227,143.3949,401.3649,399.0868,2.278119,2018
NC,37,109,"Lincoln County, North Carolina",81441,275.2861,304.8624,295.8413,9.021142,2018
NC,37,111,"McDowell County, North Carolina",45109,102.531,445.3513,439.9547,5.396504,2018
NC,37,113,"Macon County, North Carolina",34410,66.73985,519.6738,515.584,4.089686,2018
NC,37,115,"Madison County, North Carolina",21405,47.60739,451.4841,449.6151,1.869029,2018
NC,37,117,"Martin County, North Carolina",23054,50.50994,456.7132,456.425,0.2882677,2018
NC,37,119,"Mecklenburg County, North Carolina",1054314,2013.692,546.0977,523.5728,22.52495,2018
NC,37,121,"Mitchell County, North Carolina",15040,67.97675,221.8807,221.2521,0.6285716,2018
NC,37,123,"Montgomery County, North Carolina",27338,55.6188,501.5322,491.5244,10.00774,2018
NC,37,125,"Moore County, North Carolina",95629,137.0676,705.6782,697.6779,8.000376,2018
NC,37,127,"Nash County, North Carolina",94003,173.9371,542.8278,540.4426,2.385272,2018
NC,37,129,"New Hanover County, North Carolina",224231,1166.639,328.8592,192.2026,136.6566,2018
NC,37,131,"Northampton County, North Carolina",20186,37.61535,550.5522,536.6426,13.90967,2018
NC,37,133,"Onslow County, North Carolina",193912,254.4974,905.1935,761.9409,143.2527,2018
NC,37,135,"Orange County, North Carolina",142938,359.5628,400.9594,397.5327,3.426654,2018
NC,37,137,"Pamlico County, North Carolina",12742,37.86607,561.627,336.5018,225.1253,2018
NC,37,139,"Pasquotank County, North Carolina",39479,174.0083,289.3301,226.88,62.45016,2018
NC,37,141,"Pender County, North Carolina",59020,67.7382,934.166,871.2956,62.8704,2018
NC,37,143,"Perquimans County, North Carolina",13459,54.45816,328.9317,247.1439,81.78783,2018
NC,37,145,"Person County, North Carolina",39305,100.1824,404.3881,392.3345,12.05362,2018
NC,37,147,"Pitt County, North Carolina",177372,271.8903,655.5505,652.366,3.18451,2018
NC,37,149,"Polk County, North Carolina",20458,86.0712,238.4453,237.687,0.7583182,2018
NC,37,151,"Randolph County, North Carolina",142958,182.7363,789.9639,782.3187,7.645246,2018
NC,37,153,"Richmond County, North Carolina",45189,95.3951,479.7029,473.7036,5.999252,2018
NC,37,155,"Robeson County, North Carolina",133442,140.8691,949.2368,947.2769,1.960007,2018
NC,37,157,"Rockingham County, North Carolina",91270,161.3593,572.76,565.632,7.127995,2018
NC,37,159,"Rowan County, North Carolina",139605,272.944,523.9248,511.4785,12.44623,2018
NC,37,161,"Rutherford County, North Carolina",66532,117.6646,567.2494,565.4375,1.811896,2018
NC,37,163,"Sampson County, North Carolina",63561,67.21037,947.6033,945.7022,1.9011,2018
NC,37,165,"Scotland County, North Carolina",35262,110.4905,320.6239,319.1405,1.483399,2018
NC,37,167,"Stanly County, North Carolina",61114,154.6698,404.8718,395.1255,9.746282,2018
NC,37,169,"Stokes County, North Carolina",45905,102.2352,455.803,449.0137,6.789353,2018
NC,37,171,"Surry County, North Carolina",72099,135.0821,537.7336,533.7422,3.991366,2018
NC,37,173,"Swain County, North Carolina",14254,27.0101,540.2444,527.7285,12.51595,2018
NC,37,175,"Transylvania County, North Carolina",33513,88.55688,380.4078,378.4348,1.973036,2018
NC,37,177,"Tyrrell County, North Carolina",4119,10.54058,597.1759,390.7755,206.4004,2018
NC,37,179,"Union County, North Carolina",226694,358.3029,639.644,632.6881,6.95597,2018
NC,37,181,"Vance County, North Carolina",44482,176.2375,268.6855,252.3981,16.28738,2018
NC,37,183,"Wake County, North Carolina",1046558,1253.63,857.2437,834.822,22.4218,2018
NC,37,185,"Warren County, North Carolina",20033,46.68402,444.3005,429.119,15.18157,2018
NC,37,187,"Washington County, North Carolina",12156,35.08126,421.9087,346.5098,75.39889,2018
NC,37,189,"Watauga County, North Carolina",54117,173.2195,313.3191,312.4186,0.9004903,2018
NC,37,191,"Wayne County, North Carolina",124002,223.8639,557.722,553.9169,3.805111,2018
NC,37,193,"Wilkes County, North Carolina",68460,90.73077,757.1897,754.5401,2.6496,2018
NC,37,195,"Wilson County, North Carolina",81336,221.2778,373.1081,367.5742,5.533883,2018
NC,37,197,"Yadkin County, North Carolina",37665,112.4523,337.7346,334.9421,2.79252,2018
NC,37,199,"Yancey County, North Carolina",17667,56.51772,313.1808,312.5922,0.5886363,2018
ND,38,1,"Adams County, North Dakota",2351,2.380492,988.7283,987.6108,1.117509,2018
ND,38,3,"Barnes County, North Dakota",10836,7.264905,1513.404,1491.554,21.85002,2018
ND,38,5,"Benson County, North Dakota",6886,4.958797,1439.496,1388.643,50.8528,2018
ND,38,7,"Billings County, North Dakota",946,0.8234393,1153.47,1148.84,4.629552,2018
ND,38,9,"Bottineau County, North Dakota",6589,3.949237,1697.329,1668.423,28.90554,2018
ND,38,11,"Bowman County, North Dakota",3195,2.749807,1167.146,1161.9,5.246348,2018
ND,38,13,"Burke County, North Dakota",2213,2.005288,1128.95,1103.582,25.36755,2018
ND,38,15,"Burleigh County, North Dakota",93737,57.41852,1668.284,1632.522,35.7617,2018
ND,38,17,"Cass County, North Dakota",174202,98.69975,1767.895,1764.969,2.926309,2018
ND,38,19,"Cavalier County, North Dakota",3824,2.568232,1509.96,1488.962,20.99797,2018
ND,38,21,"Dickey County, North Dakota",4970,4.392514,1142.131,1131.47,10.6605,2018
ND,38,23,"Divide County, North Dakota",2369,1.87905,1294.193,1260.744,33.44938,2018
ND,38,25,"Dunn County, North Dakota",4387,2.184245,2082.042,2008.474,73.56805,2018
ND,38,27,"Eddy County, North Dakota",2313,3.670436,644.1142,630.1705,13.94377,2018
ND,38,29,"Emmons County, North Dakota",3352,2.220285,1555.022,1509.716,45.30587,2018
ND,38,31,"Foster County, North Dakota",3290,5.177425,646.822,635.451,11.37104,2018
ND,38,33,"Golden Valley County, North Dakota",1882,1.879166,1003.11,1001.508,1.601347,2018
ND,38,35,"Grand Forks County, North Dakota",70400,49.02231,1439.503,1436.081,3.421962,2018
ND,38,37,"Grant County, North Dakota",2380,1.434469,1665.932,1659.151,6.781213,2018
ND,38,39,"Griggs County, North Dakota",2266,3.196877,716.4459,708.8167,7.62915,2018
ND,38,41,"Hettinger County, North Dakota",2576,2.275174,1133.769,1132.221,1.547834,2018
ND,38,43,"Kidder County, North Dakota",2460,1.820642,1432.915,1351.171,81.74377,2018
ND,38,45,"LaMoure County, North Dakota",4100,3.577844,1150.889,1145.941,4.948055,2018
ND,38,47,"Logan County, North Dakota",1927,1.940985,1011.218,992.7946,18.4231,2018
ND,38,49,"McHenry County, North Dakota",5927,3.162808,1911.568,1873.967,37.60044,2018
ND,38,51,"McIntosh County, North Dakota",2654,2.722797,994.7398,974.7329,20.00691,2018
ND,38,53,"McKenzie County, North Dakota",12536,4.541235,2860.921,2760.482,100.4382,2018
ND,38,55,"McLean County, North Dakota",9608,4.552839,2328.02,2110.332,217.688,2018
ND,38,57,"Mercer County, North Dakota",8570,8.219262,1112.491,1042.673,69.81843,2018
ND,38,59,"Morton County, North Dakota",30544,15.85732,1945.454,1926.177,19.27695,2018
ND,38,61,"Mountrail County, North Dakota",10152,5.561867,1941.545,1825.286,116.2583,2018
ND,38,63,"Nelson County, North Dakota",2920,2.974202,1008.816,981.7758,27.04023,2018
ND,38,65,"Oliver County, North Dakota",1837,2.54252,731.1895,722.5115,8.678022,2018
ND,38,67,"Pembina County, North Dakota",7016,6.27159,1121.403,1118.696,2.706927,2018
ND,38,69,"Pierce County, North Dakota",4210,4.13371,1082.334,1018.456,63.87896,2018
ND,38,71,"Ramsey County, North Dakota",11557,9.736758,1300.916,1186.945,113.9706,2018
ND,38,73,"Ransom County, North Dakota",5361,6.216683,863.7396,862.3569,1.382681,2018
ND,38,75,"Renville County, North Dakota",2495,2.844754,892.7474,877.053,15.69441,2018
ND,38,77,"Richland County, North Dakota",16288,11.34449,1445.429,1435.763,9.66642,2018
ND,38,79,"Rolette County, North Dakota",14603,16.17031,939.3448,903.0751,36.26973,2018
ND,38,81,"Sargent County, North Dakota",3883,4.522975,866.8998,858.5056,8.394221,2018
ND,38,83,"Sheridan County, North Dakota",1405,1.444905,1005.643,972.3826,33.26006,2018
ND,38,85,"Sioux County, North Dakota",4413,4.033473,1128.245,1094.094,34.1507,2018
ND,38,87,"Slope County, North Dakota",704,0.5794775,1219.126,1214.888,4.238625,2018
ND,38,89,"Stark County, North Dakota",30876,23.13177,1340.203,1334.788,5.415032,2018
ND,38,91,"Steele County, North Dakota",1910,2.681796,715.4622,712.2094,3.252863,2018
ND,38,93,"Stutsman County, North Dakota",21064,9.480821,2297.931,2221.749,76.18282,2018
ND,38,95,"Towner County, North Dakota",2246,2.192165,1041.478,1024.558,16.92038,2018
ND,38,97,"Traill County, North Dakota",8019,9.303332,862.5137,861.9492,0.5645524,2018
ND,38,99,"Walsh County, North Dakota",10802,8.428076,1294.095,1281.669,12.42642,2018
ND,38,101,"Ward County, North Dakota",69034,34.29401,2055.948,2013.005,42.94358,2018
ND,38,103,"Wells County, North Dakota",4055,3.191337,1290.372,1270.627,19.74494,2018
ND,38,105,"Williams County, North Dakota",34061,16.39168,2148.136,2077.945,70.1914,2018
OH,39,1,"Adams County, Ohio",27878,47.74716,586.2478,583.8671,2.380681,2018
OH,39,3,"Allen County, Ohio",103642,257.4933,406.8511,402.5038,4.347326,2018
OH,39,5,"Ashland County, Ohio",53477,126.4347,426.8094,422.9614,3.848006,2018
OH,39,7,"Ashtabula County, Ohio",98136,139.7804,1367.905,702.0728,665.8325,2018
OH,39,9,"Athens County, Ohio",65936,130.9224,508.438,503.6266,4.811346,2018
OH,39,11,"Auglaize County, Ohio",45784,114.0625,401.9113,401.3941,0.517217,2018
OH,39,13,"Belmont County, Ohio",68472,128.6764,541.2747,532.1256,9.149101,2018
OH,39,15,"Brown County, Ohio",43679,89.1377,493.4515,490.0172,3.434386,2018
OH,39,17,"Butler County, Ohio",378294,810.7101,470.0262,466.6206,3.405646,2018
OH,39,19,"Carroll County, Ohio",27578,69.88701,398.9299,394.6084,4.321509,2018
OH,39,21,"Champaign County, Ohio",38864,90.59327,429.8334,428.9943,0.8390433,2018
OH,39,23,"Clark County, Ohio",135198,340.6679,402.5188,396.8616,5.657218,2018
OH,39,25,"Clermont County, Ohio",203216,449.484,459.7664,452.1095,7.656863,2018
OH,39,27,"Clinton County, Ohio",41896,102.5142,412.2949,408.6849,3.610012,2018
OH,39,29,"Columbiana County, Ohio",104003,195.5213,534.7266,531.9266,2.799961,2018
OH,39,31,"Coshocton County, Ohio",36574,64.85382,567.4829,563.9452,3.537751,2018
OH,39,33,"Crawford County, Ohio",42021,104.5857,402.6965,401.7855,0.9110135,2018
OH,39,35,"Cuyahoga County, Ohio",1253783,2742.397,1245.529,457.1851,788.3437,2018
OH,39,37,"Darke County, Ohio",51734,86.49722,599.7393,598.1002,1.639143,2018
OH,39,39,"Defiance County, Ohio",38279,93.03445,414.181,411.4497,2.731286,2018
OH,39,41,"Delaware County, Ohio",197008,444.5527,457.3294,443.1601,14.16932,2018
OH,39,43,"Erie County, Ohio",75136,298.8284,625.8762,251.4353,374.4409,2018
OH,39,45,"Fairfield County, Ohio",152910,303.1465,508.562,504.4097,4.152333,2018
OH,39,47,"Fayette County, Ohio",28645,70.49152,407.015,406.3609,0.6540717,2018
OH,39,49,"Franklin County, Ohio",1275333,2395.381,543.6235,532.4135,11.21012,2018
OH,39,51,"Fulton County, Ohio",42305,104.3418,407.2179,405.4462,1.771639,2018
OH,39,53,"Gallia County, Ohio",30195,64.72243,471.1964,466.5307,4.665774,2018
OH,39,55,"Geauga County, Ohio",93961,234.7257,408.2935,400.3013,7.99215,2018
OH,39,57,"Greene County, Ohio",165811,400.8735,416.2561,413.6243,2.631828,2018
OH,39,59,"Guernsey County, Ohio",39274,75.20098,528.3026,522.2538,6.048705,2018
OH,39,61,"Hamilton County, Ohio",812037,2000.36,412.6378,405.9455,6.692294,2018
OH,39,63,"Hancock County, Ohio",75690,142.4583,533.6589,531.3132,2.345654,2018
OH,39,65,"Hardin County, Ohio",31542,67.05289,470.6479,470.4048,0.2432142,2018
OH,39,67,"Harrison County, Ohio",15307,38.04578,410.7663,402.3311,8.435238,2018
OH,39,69,"Henry County, Ohio",27316,65.66185,419.7506,416.0102,3.740421,2018
OH,39,71,"Highland County, Ohio",43007,77.75858,557.7922,553.0836,4.708509,2018
OH,39,73,"Hocking County, Ohio",28495,67.63155,423.6279,421.3271,2.300876,2018
OH,39,75,"Holmes County, Ohio",43859,103.7954,423.9792,422.5525,1.426736,2018
OH,39,77,"Huron County, Ohio",58457,118.9372,494.8213,491.4947,3.326627,2018
OH,39,79,"Jackson County, Ohio",32524,77.38091,421.5335,420.3104,1.223112,2018
OH,39,81,"Jefferson County, Ohio",66886,163.8863,410.9564,408.1243,2.832071,2018
OH,39,83,"Knox County, Ohio",61215,116.4879,529.6445,525.5054,4.139067,2018
OH,39,85,"Lake County, Ohio",230052,1003.41,979.1971,229.2703,749.9269,2018
OH,39,87,"Lawrence County, Ohio",60622,133.714,457.2742,453.3707,3.903508,2018
OH,39,89,"Licking County, Ohio",172293,252.467,687.3615,682.4376,4.923927,2018
OH,39,91,"Logan County, Ohio",45307,98.82778,466.7725,458.444,8.328574,2018
OH,39,93,"Lorain County, Ohio",306713,624.3977,923.4369,491.2142,432.2227,2018
OH,39,95,"Lucas County, Ohio",432379,1269.051,595.8376,340.7105,255.1272,2018
OH,39,97,"Madison County, Ohio",43988,94.42898,466.6296,465.8316,0.7980632,2018
OH,39,99,"Mahoning County, Ohio",231064,561.5084,425.1872,411.5059,13.68127,2018
OH,39,101,"Marion County, Ohio",65344,161.8398,404.1082,403.7574,0.3508036,2018
OH,39,103,"Medina County, Ohio",177257,420.6439,423.0154,421.3944,1.621033,2018
OH,39,105,"Meigs County, Ohio",23160,53.84775,433.005,430.1016,2.90342,2018
OH,39,107,"Mercer County, Ohio",40806,88.23995,473.4247,462.4436,10.98104,2018
OH,39,109,"Miami County, Ohio",104800,257.8043,409.5801,406.51,3.070132,2018
OH,39,111,"Monroe County, Ohio",14090,30.91788,457.459,455.7233,1.735688,2018
OH,39,113,"Montgomery County, Ohio",532034,1152.859,464.4183,461.4908,2.927497,2018
OH,39,115,"Morgan County, Ohio",14702,35.30519,421.7806,416.426,5.354686,2018
OH,39,117,"Morrow County, Ohio",34976,86.11945,407.2221,406.1335,1.088558,2018
OH,39,119,"Muskingum County, Ohio",86076,129.5264,672.5859,664.5439,8.042014,2018
OH,39,121,"Noble County, Ohio",14443,36.28785,404.5698,398.0121,6.557748,2018
OH,39,123,"Ottawa County, Ohio",40709,159.8067,585.077,254.739,330.3381,2018
OH,39,125,"Paulding County, Ohio",18872,45.31801,418.8462,416.4348,2.41136,2018
OH,39,127,"Perry County, Ohio",35985,88.21278,412.4864,407.9341,4.552296,2018
OH,39,129,"Pickaway County, Ohio",57420,114.5567,506.5527,501.2363,5.316373,2018
OH,39,131,"Pike County, Ohio",28214,64.08169,443.9758,440.2818,3.694075,2018
OH,39,133,"Portage County, Ohio",162644,333.6945,504.0555,487.4038,16.65171,2018
OH,39,135,"Preble County, Ohio",41207,97.13446,426.5672,424.2264,2.340789,2018
OH,39,137,"Putnam County, Ohio",33969,70.39563,484.2989,482.5442,1.754786,2018
OH,39,139,"Richland County, Ohio",121324,245.0015,500.0763,495.1969,4.87945,2018
OH,39,141,"Ross County, Ohio",77051,111.7998,693.0247,689.1872,3.83741,2018
OH,39,143,"Sandusky County, Ohio",59299,145.1788,417.7105,408.4549,9.255615,2018
OH,39,145,"Scioto County, Ohio",76377,125.161,616.1478,610.2299,5.917846,2018
OH,39,147,"Seneca County, Ohio",55475,100.6758,552.7935,551.0264,1.767119,2018
OH,39,149,"Shelby County, Ohio",48797,119.6898,410.7084,407.6957,3.012747,2018
OH,39,151,"Stark County, Ohio",373475,649.1638,580.582,575.3171,5.264927,2018
OH,39,153,"Summit County, Ohio",541810,1312.481,420.1333,412.8135,7.319829,2018
OH,39,155,"Trumbull County, Ohio",201794,326.507,636.5684,618.0388,18.52961,2018
